,Id,SalePrice
105,1566,226000.0
106,1567,84000.0
107,1568,211000.0
108,1569,153000.0
109,1570,130000.0
110,1571,145250.0
111,1572,153000.0
112,1573,215000.0
113,1574,98600.0
114,1575,190000.0
115,1576,218000.0
116,1577,207500.0
117,1578,130500.0
118,1579,140000.0
119,1580,189000.0
120,1581,132250.0
121,1582,129000.0
122,1583,325000.0
123,1584,234000.0
124,1585,140000.0
125,1586,58500.0
126,1587,105000.0
127,1588,180500.0
128,1589,96500.0
129,1590,147000.0
130,1591,100000.0
131,1592,109900.0
132,1593,103000.0
133,1594,124000.0
134,1595,104000.0
135,1596,225000.0
136,1597,112000.0
137,1598,172500.0
138,1599,220000.0
139,1600,213500.0
140,1601,89000.0
141,1602,113000.0
142,1603,125500.0
143,1604,275000.0
144,1605,250000.0
145,1606,171500.0
146,1607,126000.0
147,1608,198900.0
148,1609,207500.0
149,1610,148000.0
150,1611,132500.0
151,1612,148000.0
152,1613,165000.0
153,1614,143000.0
154,1615,75500.0
155,1616,84500.0
156,1617,88000.0
157,1618,125500.0
158,1619,129000.0
159,1620,118964.0
160,1621,80000.0
161,1622,165500.0
162,1623,324000.0
163,1624,168000.0
164,1625,132500.0
165,1626,175000.0
166,1627,193000.0
167,1628,250000.0
168,1629,184000.0
169,1630,410000.0
170,1631,209500.0
171,1632,209500.0
172,1633,180000.0
173,1634,175900.0
174,1635,174000.0
175,1636,162000.0
176,1637,148000.0
177,1638,192000.0
178,1639,181000.0
179,1640,200000.0
180,1641,186700.0
181,1642,214900.0
182,1643,212000.0
183,1644,212000.0
184,1645,237500.0
185,1646,171000.0
186,1647,167000.0
187,1648,148000.0
188,1649,124500.0
189,1650,120500.0
190,1651,110000.0
191,1652,118000.0
192,1653,106000.0
193,1654,146000.0
194,1655,139400.0
195,1656,146000.0
196,1657,146000.0
197,1658,146000.0
198,1659,82500.0
199,1660,153000.0
200,1661,501837.0
201,1662,335000.0
202,1663,555000.0
203,1664,611657.0
204,1665,337500.0
205,1666,307000.0
206,1667,402000.0
207,1668,337500.0
208,1669,315500.0
209,1670,337500.0
210,1671,220000.0
211,1672,386250.0
212,1673,309000.0
213,1674,244600.0
214,1675,196000.0
215,1676,196000.0
216,1677,198900.0
217,1678,582933.0
218,1679,395000.0
219,1680,318061.0
220,1681,315500.0
221,1682,307000.0
222,1683,202500.0
223,1684,164990.0
224,1685,174000.0
225,1686,160200.0
226,1687,164990.0
227,1688,188500.0
228,1689,188500.0
229,1690,184000.0
230,1691,175000.0
231,1692,250000.0
232,1693,180000.0
233,1694,173000.0
234,1695,170000.0
235,1696,311500.0
236,1697,173000.0
237,1698,315000.0
238,1699,350000.0
239,1700,234000.0
240,1701,122000.0
241,1702,249700.0
242,1703,256300.0
243,1704,307000.0
244,1705,232000.0
245,1706,555000.0
246,1707,230000.0
247,1708,207500.0
248,1709,315500.0
249,1710,232000.0
250,1711,281000.0
251,1712,209500.0
252,1713,220000.0
253,1714,227000.0
254,1715,216000.0
255,1716,165000.0
256,1717,183900.0
257,1718,158000.0
258,1719,224900.0
259,1720,275000.0
260,1721,165000.0
261,1722,142500.0
262,1723,142500.0
263,1724,207500.0
264,1725,239000.0
265,1726,214000.0
266,1727,153900.0
267,1728,185900.0
268,1729,173500.0
269,1730,112000.0
270,1731,125000.0
271,1732,147000.0
272,1733,143750.0
273,1734,124500.0
274,1735,138500.0
275,1736,125000.0
276,1737,369900.0
277,1738,221000.0
278,1739,301000.0
279,1740,214000.0
280,1741,194700.0
281,1742,168500.0
282,1743,183900.0
283,1744,324000.0
284,1745,335000.0
285,1746,315000.0
286,1747,190000.0
287,1748,250000.0
288,1749,155000.0
289,1750,174900.0
290,1751,226000.0
291,1752,125500.0
292,1753,152000.0
293,1754,192000.0
294,1755,174900.0
295,1756,120500.0
296,1757,131400.0
297,1758,135000.0
298,1759,170000.0
299,1760,164500.0
300,1761,155000.0
301,1762,192140.0
302,1763,158000.0
303,1764,119000.0
304,1765,163500.0
305,1766,175000.0
306,1767,237500.0
307,1768,145000.0
308,1769,174500.0
309,1770,131400.0
310,1771,139000.0
311,1772,127000.0
312,1773,150000.0
313,1774,112000.0
314,1775,129000.0
315,1776,112500.0
316,1777,109500.0
317,1778,155000.0
318,1779,116000.0
319,1780,185000.0
320,1781,126175.0
321,1782,113000.0
322,1783,122900.0
323,1784,118000.0
324,1785,118400.0
325,1786,239000.0
326,1787,155000.0
327,1788,37900.0
328,1789,114504.0
329,1790,82500.0
330,1791,200000.0
331,1792,157900.0
332,1793,132250.0
333,1794,129000.0
334,1795,128900.0
335,1796,91300.0
336,1797,110000.0
337,1798,139000.0
338,1799,109500.0
339,1800,115000.0
340,1801,113000.0
341,1802,176500.0
342,1803,159000.0
343,1804,143750.0
344,1805,128000.0
345,1806,127000.0
346,1807,87000.0
347,1808,139000.0
348,1809,115000.0
349,1810,128500.0
350,1811,130000.0
351,1812,91500.0
352,1813,109500.0
353,1814,107900.0
354,1815,39300.0
355,1816,105900.0
356,1817,135000.0
357,1818,139500.0
358,1819,122900.0
359,1820,81000.0
360,1821,102000.0
361,1822,173500.0
362,1823,34900.0
363,1824,149000.0
364,1825,138887.0
365,1826,91300.0
366,1827,110000.0
367,1828,139000.0
368,1829,115000.0
369,1830,158000.0
370,1831,159500.0
371,1832,118500.0
372,1833,188700.0
373,1834,115000.0
374,1835,122000.0
375,1836,104000.0
376,1837,128000.0
377,1838,152000.0
378,1839,66500.0
379,1840,179000.0
380,1841,162000.0
381,1842,78000.0
382,1843,171000.0
383,1844,135000.0
384,1845,124000.0
385,1846,171000.0
386,1847,138887.0
387,1848,58500.0
388,1849,117000.0
389,1850,155000.0
390,1851,161750.0
391,1852,109900.0
392,1853,148000.0
393,1854,195000.0
394,1855,88000.0
395,1856,221000.0
396,1857,115000.0
397,1858,142953.0
398,1859,118964.0
399,1860,153337.0
400,1861,118964.0
401,1862,197000.0
402,1863,197000.0
403,1864,197000.0
404,1865,313000.0
405,1866,313000.0
406,1867,244600.0
407,1868,307000.0
408,1869,206300.0
409,1870,295493.0
410,1871,287090.0
411,1872,174000.0
412,1873,221000.0
413,1874,149000.0
414,1875,206300.0
415,1876,186500.0
416,1877,206300.0
417,1878,205000.0
418,1879,143000.0
419,1880,143750.0
420,1881,203000.0
421,1882,122000.0
422,1883,196500.0
423,1884,252678.0
424,1885,272000.0
425,1886,307000.0
426,1887,206300.0
427,1888,280000.0
428,1889,156932.0
429,1890,171000.0
430,1891,145000.0
431,1892,115000.0
432,1893,164900.0
433,1894,107500.0
434,1895,157900.0
435,1896,119000.0
436,1897,158000.0
437,1898,66500.0
438,1899,137500.0
439,1900,132000.0
440,1901,173000.0
441,1902,108959.0
442,1903,197000.0
443,1904,135000.0
444,1905,158000.0
445,1906,127000.0
446,1907,173000.0
447,1908,124000.0
448,1909,86000.0
449,1910,124000.0
450,1911,186500.0
451,1912,294000.0
452,1913,191000.0
453,1914,34900.0
454,1915,392500.0
455,1916,34900.0
456,1917,275500.0
457,1918,100000.0
458,1919,147000.0
459,1920,148000.0
460,1921,556581.0
461,1922,315500.0
462,1923,272000.0
463,1924,302000.0
464,1925,225000.0
465,1926,395192.0
466,1927,132250.0
467,1928,175000.0
468,1929,149900.0
469,1930,148000.0
470,1931,134900.0
471,1932,148000.0
472,1933,197500.0
473,1934,173000.0
474,1935,185000.0
475,1936,192000.0
476,1937,188000.0
477,1938,175000.0
478,1939,215000.0
479,1940,213500.0
480,1941,169000.0
481,1942,189000.0
482,1943,180000.0
483,1944,309000.0
484,1945,326000.0
485,1946,185000.0
486,1947,319900.0
487,1948,185000.0
488,1949,280000.0
489,1950,194000.0
490,1951,262280.0
491,1952,335000.0
492,1953,167900.0
493,1954,205000.0
494,1955,106000.0
495,1956,244000.0
496,1957,155000.0
497,1958,340000.0
498,1959,150900.0
499,1960,110000.0
500,1961,115000.0
501,1962,91000.0
502,1963,91000.0
503,1964,112000.0
504,1965,149500.0
505,1966,139400.0
506,1967,290000.0
507,1968,350000.0
508,1969,315000.0
509,1970,412500.0
510,1971,325000.0
511,1972,345000.0
512,1973,248000.0
513,1974,317000.0
514,1975,611657.0
515,1976,271000.0
516,1977,403000.0
517,1978,403000.0
518,1979,314813.0
519,1980,194000.0
520,1981,318061.0
521,1982,227000.0
522,1983,213500.0
523,1984,175500.0
524,1985,206300.0
525,1986,226000.0
526,1987,176000.0
527,1988,177000.0
528,1989,165400.0
529,1990,215000.0
530,1991,227680.0
531,1992,221000.0
532,1993,176000.0
533,1994,268000.0
534,1995,173000.0
535,1996,122000.0
536,1997,415298.0
537,1998,395000.0
538,1999,269790.0
539,2000,290000.0
540,2001,284000.0
541,2002,221500.0
542,2003,235128.0
543,2004,266000.0
544,2005,225000.0
545,2006,213500.0
546,2007,225000.0
547,2008,250580.0
548,2009,214000.0
549,2010,180000.0
550,2011,176432.0
551,2012,176000.0
552,2013,183200.0
553,2014,179000.0
554,2015,195400.0
555,2016,175900.0
556,2017,197900.0
557,2018,134000.0
558,2019,129500.0
559,2020,109500.0
560,2021,131400.0
561,2022,150000.0
562,2023,148000.0
563,2024,191000.0
564,2025,412500.0
565,2026,185850.0
566,2027,80000.0
567,2028,146000.0
568,2029,172500.0
569,2030,277500.0
570,2031,277500.0
571,2032,266000.0
572,2033,277500.0
573,2034,183900.0
574,2035,170000.0
575,2036,230000.0
576,2037,230000.0
577,2038,325000.0
578,2039,189000.0
579,2040,437154.0
580,2041,235000.0
581,2042,221000.0
582,2043,175000.0
583,2044,185000.0
584,2045,280000.0
585,2046,145000.0
586,2047,194000.0
587,2048,130250.0
588,2049,143000.0
589,2050,175500.0
590,2051,106500.0
591,2052,171000.0
592,2053,171000.0
593,2054,91300.0
594,2055,197500.0
595,2056,75000.0
596,2057,155000.0
597,2058,187000.0
598,2059,150000.0
599,2060,152000.0
600,2061,165500.0
601,2062,136000.0
602,2063,112500.0
603,2064,132000.0
604,2065,121000.0
605,2066,185000.0
606,2067,104900.0
607,2068,160000.0
608,2069,80500.0
609,2070,107900.0
610,2071,103000.0
611,2072,153900.0
612,2073,134500.0
613,2074,194201.0
614,2075,144000.0
615,2076,122000.0
616,2077,154000.0
617,2078,132500.0
618,2079,106000.0
619,2080,123000.0
620,2081,119000.0
621,2082,107500.0
622,2083,166000.0
623,2084,109900.0
624,2085,133700.0
625,2086,90000.0
626,2087,109000.0
627,2088,107000.0
628,2089,89500.0
629,2090,113000.0
630,2091,125000.0
631,2092,153900.0
632,2093,175000.0
633,2094,130000.0
634,2095,87000.0
635,2096,87000.0
636,2097,79900.0
637,2098,166000.0
638,2099,60000.0
639,2100,117000.0
640,2101,145000.0
641,2102,132000.0
642,2103,118000.0
643,2104,90000.0
644,2105,135000.0
645,2106,72500.0
646,2107,167500.0
647,2108,109000.0
648,2109,109000.0
649,2110,110500.0
650,2111,82500.0
651,2112,139000.0
652,2113,115000.0
653,2114,66500.0
654,2115,139000.0
655,2116,119750.0
656,2117,152000.0
657,2118,106000.0
658,2119,80000.0
659,2120,110000.0
660,2121,132000.0
661,2122,141000.0
662,2123,90000.0
663,2124,176000.0
664,2125,141500.0
665,2126,200000.0
666,2127,138000.0
667,2128,139500.0
668,2129,82500.0
669,2130,146500.0
670,2131,165000.0
671,2132,109500.0
672,2133,109900.0
673,2134,106000.0
674,2135,97000.0
675,2136,58500.0
676,2137,139400.0
677,2138,149000.0
678,2139,171000.0
679,2140,134500.0
680,2141,149000.0
681,2142,169900.0
682,2143,157000.0
683,2144,85000.0
684,2145,138500.0
685,2146,156000.0
686,2147,192000.0
687,2148,110000.0
688,2149,140000.0
689,2150,289000.0
690,2151,139400.0
691,2152,165500.0
692,2153,144500.0
693,2154,121000.0
694,2155,141000.0
695,2156,200000.0
696,2157,311872.0
697,2158,222500.0
698,2159,254900.0
699,2160,176000.0
700,2161,281000.0
701,2162,313000.0
702,2163,313000.0
703,2164,275000.0
704,2165,175500.0
705,2166,142500.0
706,2167,206300.0
707,2168,211000.0
708,2169,173000.0
709,2170,252678.0
710,2171,153000.0
711,2172,125000.0
712,2173,175000.0
713,2174,234000.0
714,2175,285000.0
715,2176,297000.0
716,2177,265979.0
717,2178,212000.0
718,2179,149000.0
719,2180,188000.0
720,2181,194000.0
721,2182,215000.0
722,2183,172500.0
723,2184,171000.0
724,2185,135000.0
725,2186,129500.0
726,2187,171000.0
727,2188,172500.0
728,2189,129000.0
729,2190,82000.0
730,2191,82000.0
731,2192,96500.0
732,2193,85500.0
733,2194,93000.0
734,2195,97000.0
735,2196,91300.0
736,2197,87000.0
737,2198,174500.0
738,2199,95000.0
739,2200,119900.0
740,2201,139000.0
741,2202,161000.0
742,2203,136500.0
743,2204,139000.0
744,2205,127000.0
745,2206,132000.0
746,2207,245000.0
747,2208,219500.0
748,2209,173000.0
749,2210,124000.0
750,2211,119000.0
751,2212,128000.0
752,2213,87000.0
753,2214,144500.0
754,2215,75000.0
755,2216,160000.0
756,2217,55993.0
757,2218,40000.0
758,2219,40000.0
759,2220,64500.0
760,2221,392500.0
761,2222,289000.0
762,2223,320000.0
763,2224,252678.0
764,2225,150900.0
765,2226,150000.0
766,2227,175900.0
767,2228,262500.0
768,2229,227000.0
769,2230,167500.0
770,2231,215200.0
771,2232,181000.0
772,2233,153337.0
773,2234,271000.0
774,2235,196000.0
775,2236,274900.0
776,2237,312500.0
777,2238,206300.0
778,2239,139000.0
779,2240,208300.0
780,2241,164500.0
781,2242,135000.0
782,2243,127000.0
783,2244,91000.0
784,2245,91000.0
785,2246,160000.0
786,2247,84500.0
787,2248,124500.0
788,2249,124500.0
789,2250,135000.0
790,2251,117500.0
791,2252,237500.0
792,2253,181000.0
793,2254,187000.0
794,2255,193000.0
795,2256,188500.0
796,2257,200000.0
797,2258,185000.0
798,2259,188000.0
799,2260,171000.0
800,2261,180000.0
801,2262,180000.0
802,2263,309000.0
803,2264,386250.0
804,2265,192000.0
805,2266,277500.0
806,2267,301500.0
807,2268,465000.0
808,2269,153900.0
809,2270,212000.0
810,2271,311872.0
811,2272,193000.0
812,2273,165000.0
813,2274,181000.0
814,2275,142000.0
815,2276,82500.0
816,2277,197500.0
817,2278,148000.0
818,2279,130250.0
819,2280,109008.0
820,2281,181000.0
821,2282,162500.0
822,2283,88000.0
823,2284,112000.0
824,2285,139400.0
825,2286,131400.0
826,2287,377426.0
827,2288,249700.0
828,2289,395000.0
829,2290,325000.0
830,2291,281213.0
831,2292,402861.0
832,2293,555000.0
833,2294,412500.0
834,2295,402861.0
835,2296,440000.0
836,2297,317000.0
837,2298,337500.0
838,2299,268000.0
839,2300,339750.0
840,2301,281000.0
841,2302,232000.0
842,2303,228000.0
843,2304,250000.0
844,2305,196000.0
845,2306,196000.0
846,2307,196000.0
847,2308,209500.0
848,2309,266000.0
849,2310,213500.0
850,2311,206300.0
851,2312,156932.0
852,2313,174000.0
853,2314,172500.0
854,2315,174000.0
855,2316,186500.0
856,2317,176432.0
857,2318,156932.0
858,2319,176000.0
859,2320,200141.0
860,2321,261500.0
861,2322,159895.0
862,2323,206000.0
863,2324,180000.0
864,2325,215000.0
865,2326,160000.0
866,2327,236000.0
867,2328,215000.0
868,2329,181000.0
869,2330,178000.0
870,2331,305000.0
871,2332,412500.0
872,2333,316600.0
873,2334,265000.0
874,2335,122000.0
875,2336,290000.0
876,2337,179000.0
877,2338,392000.0
878,2339,225000.0
879,2340,385000.0
880,2341,212900.0
881,2342,263435.0
882,2343,213000.0
883,2344,253000.0
884,2345,252000.0
885,2346,213500.0
886,2347,172500.0
887,2348,212000.0
888,2349,148000.0
889,2350,266000.0
890,2351,225000.0
891,2352,225000.0
892,2353,191000.0
893,2354,144000.0
894,2355,165000.0
895,2356,142500.0
896,2357,181000.0
897,2358,189000.0
898,2359,139000.0
899,2360,125000.0
900,2361,124000.0
901,2362,320000.0
902,2363,132250.0
903,2364,171000.0
904,2365,227000.0
905,2366,178000.0
906,2367,209500.0
907,2368,203000.0
908,2369,209500.0
909,2370,178000.0
910,2371,168500.0
911,2372,116900.0
912,2373,287000.0
913,2374,287000.0
914,2375,270000.0
915,2376,262280.0
916,2377,325000.0
917,2378,116050.0
918,2379,129000.0
919,2380,149000.0
920,2381,142000.0
921,2382,202500.0
922,2383,212900.0
923,2384,234000.0
924,2385,171000.0
925,2386,171000.0
926,2387,134500.0
927,2388,90000.0
928,2389,132000.0
929,2390,137500.0
930,2391,122000.0
931,2392,109000.0
932,2393,175500.0
933,2394,124500.0
934,2395,217000.0
935,2396,155000.0
936,2397,166000.0
937,2398,129000.0
938,2399,37900.0
939,2400,37900.0
940,2401,130250.0
941,2402,132000.0
942,2403,145000.0
943,2404,147000.0
944,2405,142000.0
945,2406,114500.0
946,2407,109900.0
947,2408,171000.0
948,2409,171000.0
949,2410,165500.0
950,2411,114500.0
951,2412,144500.0
952,2413,140000.0
953,2414,123000.0
954,2415,160000.0
955,2416,132000.0
956,2417,155000.0
957,2418,130250.0
958,2419,159434.0
959,2420,117000.0
960,2421,140000.0
961,2422,120000.0
962,2423,107500.0
963,2424,140000.0
964,2425,189000.0
965,2426,125000.0
966,2427,135000.0
967,2428,133000.0
968,2429,109008.0
969,2430,126000.0
970,2431,129900.0
971,2432,139950.0
972,2433,139000.0
973,2434,157900.0
974,2435,155000.0
975,2436,91300.0
976,2437,115000.0
977,2438,100000.0
978,2439,109900.0
979,2440,106000.0
980,2441,109900.0
981,2442,93500.0
982,2443,119750.0
983,2444,141000.0
984,2445,96500.0
985,2446,162900.0
986,2447,250000.0
987,2448,138000.0
988,2449,139000.0
989,2450,175900.0
990,2451,122900.0
991,2452,159500.0
992,2453,91300.0
993,2454,117000.0
994,2455,91000.0
995,2456,152000.0
996,2457,93500.0
997,2458,66500.0
998,2459,100000.0
999,2460,127500.0
1000,2461,116000.0
1001,2462,161500.0
1002,2463,106000.0
1003,2464,107500.0
1004,2465,100000.0
1005,2466,116050.0
1006,2467,185900.0
1007,2468,96500.0
1008,2469,73000.0
1009,2470,240000.0
1010,2471,226000.0
1011,2472,191000.0
1012,2473,128000.0
1013,2474,102000.0
1014,2475,197000.0
1015,2476,83000.0
1016,2477,134500.0
1017,2478,150000.0
1018,2479,94750.0
1019,2480,125000.0
1020,2481,169900.0
1021,2482,129500.0
1022,2483,125000.0
1023,2484,125000.0
1024,2485,129000.0
1025,2486,153000.0
1026,2487,217000.0
1027,2488,133000.0
1028,2489,144000.0
1029,2490,157000.0
1030,2491,88000.0
1031,2492,181900.0
1032,2493,97000.0
1033,2494,170000.0
1034,2495,80500.0
1035,2496,272000.0
1036,2497,140000.0
1037,2498,114500.0
1038,2499,82000.0
1039,2500,157000.0
1040,2501,125000.0
1041,2502,144500.0
1042,2503,109500.0
1043,2504,181000.0
1044,2505,236000.0
1045,2506,244600.0
1046,2507,372500.0
1047,2508,244600.0
1048,2509,221500.0
1049,2510,209500.0
1050,2511,196500.0
1051,2512,225000.0
1052,2513,235000.0
1053,2514,225000.0
1054,2515,139000.0
1055,2516,156000.0
1056,2517,134500.0
1057,2518,171000.0
1058,2519,237000.0
1059,2520,200000.0
1060,2521,190000.0
1061,2522,221000.0
1062,2523,132500.0
1063,2524,144000.0
1064,2525,149000.0
1065,2526,132000.0
1066,2527,112000.0
1067,2528,128200.0
1068,2529,129000.0
1069,2530,123600.0
1070,2531,203000.0
1071,2532,226000.0
1072,2533,195400.0
1073,2534,225000.0
1074,2535,316600.0
1075,2536,214000.0
1076,2537,192000.0
1077,2538,172500.0
1078,2539,195000.0
1079,2540,169990.0
1080,2541,183000.0
1081,2542,192140.0
1082,2543,143000.0
1083,2544,147000.0
1084,2545,105000.0
1085,2546,142000.0
1086,2547,140000.0
1087,2548,150900.0
1088,2549,148000.0
1089,2550,184750.0
1090,2551,140000.0
1091,2552,130250.0
1092,2553,82000.0
1093,2554,125000.0
1094,2555,66500.0
1095,2556,100000.0
1096,2557,120500.0
1097,2558,200500.0
1098,2559,165500.0
1099,2560,139000.0
1100,2561,132000.0
1101,2562,165000.0
1102,2563,165000.0
1103,2564,200100.0
1104,2565,97000.0
1105,2566,165000.0
1106,2567,120500.0
1107,2568,179900.0
1108,2569,173000.0
1109,2570,124000.0
1110,2571,172000.0
1111,2572,212000.0
1112,2573,302000.0
1113,2574,350000.0
1114,2575,120500.0
1115,2576,100000.0
1116,2577,117000.0
1117,2578,119000.0
1118,2579,89500.0
1119,2580,139000.0
1120,2581,108480.0
1121,2582,144000.0
1122,2583,392500.0
1123,2584,142500.0
1124,2585,148000.0
1125,2586,206300.0
1126,2587,226000.0
1127,2588,82500.0
1128,2589,149000.0
1129,2590,235000.0
1130,2591,217000.0
1131,2592,227000.0
1132,2593,201000.0
1133,2594,194000.0
1134,2595,192000.0
1135,2596,312500.0
1136,2597,181000.0
1137,2598,268000.0
1138,2599,314813.0
1139,2600,139600.0
1140,2601,148000.0
1141,2602,88000.0
1142,2603,91000.0
1143,2604,80000.0
1144,2605,88000.0
1145,2606,130000.0
1146,2607,165000.0
1147,2608,210000.0
1148,2609,192140.0
1149,2610,124900.0
1150,2611,165000.0
1151,2612,162000.0
1152,2613,133500.0
1153,2614,130000.0
1154,2615,145000.0
1155,2616,157000.0
1156,2617,170000.0
1157,2618,170000.0
1158,2619,311872.0
1159,2620,185000.0
1160,2621,188000.0
1161,2622,187000.0
1162,2623,122000.0
1163,2624,195000.0
1164,2625,372500.0
1165,2626,162000.0
1166,2627,189000.0
1167,2628,438780.0
1168,2629,625000.0
1169,2630,438780.0
1170,2631,501837.0
1171,2632,438780.0
1172,2633,319900.0
1173,2634,315000.0
1174,2635,142500.0
1175,2636,155000.0
1176,2637,82500.0
1177,2638,268000.0
1178,2639,187000.0
1179,2640,171000.0
1180,2641,85000.0
1181,2642,196000.0
1182,2643,88000.0
1183,2644,122500.0
1184,2645,100000.0
1185,2646,100000.0
1186,2647,81000.0
1187,2648,127500.0
1188,2649,153000.0
1189,2650,140000.0
1190,2651,146000.0
1191,2652,501837.0
1192,2653,256300.0
1193,2654,240000.0
1194,2655,385000.0
1195,2656,325000.0
1196,2657,415298.0
1197,2658,122000.0
1198,2659,310000.0
1199,2660,305000.0
1200,2661,315000.0
1201,2662,367294.0
1202,2663,271000.0
1203,2664,277500.0
1204,2665,266000.0
1205,2666,266000.0
1206,2667,163990.0
1207,2668,155835.0
1208,2669,169990.0
1209,2670,281213.0
1210,2671,155835.0
1211,2672,202500.0
1212,2673,190000.0
1213,2674,190000.0
1214,2675,167240.0
1215,2676,188500.0
1216,2677,211000.0
1217,2678,265979.0
1218,2679,275500.0
1219,2680,250000.0
1220,2681,412500.0
1221,2682,337000.0
1222,2683,325000.0
1223,2684,290000.0
1224,2685,316600.0
1225,2686,282922.0
1226,2687,392000.0
1227,2688,225000.0
1228,2689,213500.0
1229,2690,412500.0
1230,2691,214000.0
1231,2692,144000.0
1232,2693,179000.0
1233,2694,142500.0
1234,2695,176000.0
1235,2696,176000.0
1236,2697,214000.0
1237,2698,201000.0
1238,2699,196000.0
1239,2700,164000.0
1240,2701,148000.0
1241,2702,112000.0
1242,2703,150900.0
1243,2704,151000.0
1244,2705,128500.0
1245,2706,137500.0
1246,2707,89471.0
1247,2708,132250.0
1248,2709,106500.0
1249,2710,143000.0
1250,2711,328000.0
1251,2712,348000.0
1252,2713,185850.0
1253,2714,147400.0
1254,2715,173900.0
1255,2716,196000.0
1256,2717,188500.0
1257,2718,209500.0
1258,2719,143000.0
1259,2720,175500.0
1260,2721,124500.0
1261,2722,148000.0
1262,2723,132500.0
1263,2724,133000.0
1264,2725,124500.0
1265,2726,171000.0
1266,2727,153000.0
1267,2728,185750.0
1268,2729,148000.0
1269,2730,157000.0
1270,2731,132000.0
1271,2732,123000.0
1272,2733,218000.0
1273,2734,115000.0
1274,2735,132000.0
1275,2736,113000.0
1276,2737,118000.0
1277,2738,150900.0
1278,2739,158000.0
1279,2740,160000.0
1280,2741,139000.0
1281,2742,139000.0
1282,2743,141000.0
1283,2744,147000.0
1284,2745,139000.0
1285,2746,155000.0
1286,2747,185750.0
1287,2748,106500.0
1288,2749,132000.0
1289,2750,164900.0
1290,2751,144000.0
1291,2752,274725.0
1292,2753,170000.0
1293,2754,217000.0
1294,2755,109900.0
1295,2756,105900.0
1296,2757,72500.0
1297,2758,83000.0
1298,2759,151000.0
1299,2760,141500.0
1300,2761,160000.0
1301,2762,158000.0
1302,2763,167900.0
1303,2764,167000.0
1304,2765,295000.0
1305,2766,127000.0
1306,2767,93500.0
1307,2768,85000.0
1308,2769,133700.0
1309,2770,116900.0
1310,2771,125500.0
1311,2772,132000.0
1312,2773,112000.0
1313,2774,140000.0
1314,2775,131000.0
1315,2776,176500.0
1316,2777,141000.0
1317,2778,132000.0
1318,2779,145000.0
1319,2780,109900.0
1320,2781,119000.0
1321,2782,79900.0
1322,2783,127000.0
1323,2784,129000.0
1324,2785,162900.0
1325,2786,89000.0
1326,2787,119500.0
1327,2788,89500.0
1328,2789,171000.0
1329,2790,114504.0
1330,2791,89471.0
1331,2792,85000.0
1332,2793,149000.0
1333,2794,106000.0
1334,2795,93500.0
1335,2796,103200.0
1336,2797,239000.0
1337,2798,153900.0
1338,2799,110000.0
1339,2800,76000.0
1340,2801,135750.0
1341,2802,152000.0
1342,2803,137000.0
1343,2804,155000.0
1344,2805,88000.0
1345,2806,118000.0
1346,2807,141000.0
1347,2808,169900.0
1348,2809,143000.0
1349,2810,171000.0
1350,2811,180000.0
1351,2812,147000.0
1352,2813,150900.0
1353,2814,150900.0
1354,2815,76000.0
1355,2816,335000.0
1356,2817,117500.0
1357,2818,135960.0
1358,2819,154000.0
1359,2820,110000.0
1360,2821,110000.0
